At frame 0, truck 1 is located at coordinates [209.89, 640.13] with a bounding box of width 343.59 and height 241.54.
 At frame 20, car 12 is located at coordinates [1309.47, 659.31] with a bounding box of width 303.89 and height 198.88.
 At frame 20, truck 1 is located at coordinates [1309.47, 659.31] with a bounding box of width 303.89 and height 198.88.
 At frame 20, car 7 is located at coordinates [1309.47, 659.31] with a bounding box of width 303.89 and height 198.88.
 At frame 20, car 8 is located at coordinates [1309.47, 659.31] with a bounding box of width 303.89 and height 198.88.
 At frame 20, car 23 is located at coordinates [1309.47, 659.31] with a bounding box of width 303.89 and height 198.88.
 At frame 20, car 9 is located at coordinates [1309.47, 659.31] with a bounding box of width 303.89 and height 198.88.
 At frame 20, car 11 is located at coordinates [1309.47, 659.31] with a bounding box of width 303.89 and height 198.88.
 At frame 20, person 25 is located at coordinates [1309.47, 659.31] with a bounding box of width 303.89 and height 198.88.
 At frame 20, car 21 is located at coordinates [1309.47, 659.31] with a bounding box of width 303.89 and height 198.88.
 At frame 20, car 14 is located at coordinates [1309.47, 659.31] with a bounding box of width 303.89 and height 198.88.
 At frame 20, car 27 is located at coordinates [1309.47, 659.31] with a bounding box of width 303.89 and height 198.88.
 At frame 20, car 24 is located at coordinates [1309.47, 659.31] with a bounding box of width 303.89 and height 198.88.
 At frame 21, car 5 is located at coordinates [1316.29, 656.18] with a bounding box of width 305.07 and height 204.61.
 At frame 21, car 18 is located at coordinates [1316.29, 656.18] with a bounding box of width 305.07 and height 204.61.
 At frame 21, car 3 is located at coordinates [1316.29, 656.18] with a bounding box of width 305.07 and height 204.61.
 At frame 21, car 6 is located at coordinates [1316.29, 656.18] with a bounding box of width 305.07 and height 204.61.
 At frame 21, car 12 is located at coordinates [1316.29, 656.18] with a bounding box of width 305.07 and height 204.61.
 At frame 21, car 7 is located at coordinates [1316.29, 656.18] with a bounding box of width 305.07 and height 204.61.
 At frame 21, truck 1 is located at coordinates [1316.29, 656.18] with a bounding box of width 305.07 and height 204.61.
 

=====================================================

At frame 21, car 8 is located at coordinates [1316.29, 656.18] with a bounding box of width 305.07 and height 204.61.
 At frame 21, car 23 is located at coordinates [1316.29, 656.18] with a bounding box of width 305.07 and height 204.61.
 At frame 21, car 11 is located at coordinates [1316.29, 656.18] with a bounding box of width 305.07 and height 204.61.
 At frame 21, car 9 is located at coordinates [1316.29, 656.18] with a bounding box of width 305.07 and height 204.61.
 At frame 21, person 25 is located at coordinates [1316.29, 656.18] with a bounding box of width 305.07 and height 204.61.
 At frame 21, car 21 is located at coordinates [1316.29, 656.18] with a bounding box of width 305.07 and height 204.61.
 At frame 21, car 14 is located at coordinates [1316.29, 656.18] with a bounding box of width 305.07 and height 204.61.
 At frame 21, car 27 is located at coordinates [1316.29, 656.18] with a bounding box of width 305.07 and height 204.61.
 At frame 21, car 24 is located at coordinates [1316.29, 656.18] with a bounding box of width 305.07 and height 204.61.
 At frame 22, car 5 is located at coordinates [1325.84, 655.21] with a bounding box of width 306.52 and height 207.37.
 At frame 22, car 3 is located at coordinates [1325.84, 655.21] with a bounding box of width 306.52 and height 207.37.
 At frame 22, car 18 is located at coordinates [1325.84, 655.21] with a bounding box of width 306.52 and height 207.37.
 At frame 22, car 6 is located at coordinates [1325.84, 655.21] with a bounding box of width 306.52 and height 207.37.
 At frame 22, car 12 is located at coordinates [1325.84, 655.21] with a bounding box of width 306.52 and height 207.37.
 At frame 22, car 7 is located at coordinates [1325.84, 655.21] with a bounding box of width 306.52 and height 207.37.
 At frame 22, car 8 is located at coordinates [1325.84, 655.21] with a bounding box of width 306.52 and height 207.37.
 At frame 22, car 23 is located at coordinates [1325.84, 655.21] with a bounding box of width 306.52 and height 207.37.
 At frame 22, truck 1 is located at coordinates [1325.84, 655.21] with a bounding box of width 306.52 and height 207.37.
 At frame 22, car 11 is located at coordinates [1325.84, 655.21] with a bounding box of width 306.52 and height 207.37.
 At frame 22, car 9 is located at coordinates [1325.84, 655.21] with a bounding box of width 306.52 and height 207.37.
 At frame 22, person 25 is located at coordinates [1325.84, 655.21] with a bounding box of width 306.52 and height 207.37.
 At frame 22, car 14 is located at coordinates [1325.84, 655.21] with a bounding box of width 306.52 and height 207.37.
 At frame 22, car 21 is located at coordinates [1325.84, 655.21] with a bounding box of width 306.52 and height 207.37.
 At frame 22, car 24 is located at coordinates [1325.84, 655.21] with a bounding box of width 306.52 and height 207.37.
 At frame 22, car 27 is located at coordinates [1325.84, 655.21] with a bounding box of width 306.52 and height 207.37.
 At frame 23, car 3 is located at coordinates [1645.98, 628.70] with a bounding box of width 273.12 and height 317.79.
 At frame 23, car 5 is located at coordinates [1645.98, 628.70] with a bounding box of width 273.12 and height 317.79.
 At frame 23, car 18 is located at coordinates [1645.98, 628.70] with a bounding box of width 273.12 and height 317.79.
 At frame 23, car 6 is located at coordinates [1645.98, 628.70] with a bounding box of width 273.12 and height 317.79.
 At frame 23, car 12 is located at coordinates [1645.98, 628.70] with a bounding box of width 273.12 and height 317.79.
 At frame 23, car 7 is located at coordinates [1645.98, 628.70] with a bounding box of width 273.12 and height 317.79.
 At frame 23, car 8 is located at coordinates [1645.98, 628.70] with a bounding box of width 273.12 and height 317.79.
 At frame 23, car 23 is located at coordinates [1645.98, 628.70] with a bounding box of width 273.12 and height 317.79.
 At frame 23, car 11 is located at coordinates [1645.98, 628.70] with a bounding box of width 273.12 and height 317.79.
 At frame 23, car 9 is located at coordinates [1645.98, 628.70] with a bounding box of width 273.12 and height 317.79.
 At frame 23, car 14 is located at coordinates [1645.98, 628.70] with a bounding box of width 273.12 and height 317.79.
 At frame 23, car 21 is located at coordinates [1645.98, 628.70] with a bounding box of width 273.12 and height 317.79.
 At frame 23, person 25 is located at coordinates [1645.98, 628.70] with a bounding box of width 273.12 and height 317.79.
 At frame 23, car 24 is located at coordinates [1645.98, 628.70] with a bounding box of width 273.12 and height 317.79.
 At frame 23, car 27 is located at coordinates [1645.98, 628.70] with a bounding box of width 273.12 and height 317.79.
 At frame 24, car 5 is located at coordinates [1344.59, 651.89] with a bounding box of width 319.23 and height 216.47.
 At frame 24, car 3 is located at coordinates [1344.59, 651.89] with a bounding box of width 319.23 and height 216.47.
 At frame 24, car 18 is located at coordinates [1344.59, 651.89] with a bounding box of width 319.23 and height 216.47.
 At frame 24, car 12 is located at coordinates [1344.59, 651.89] with a bounding box of width 319.23 and height 216.47.
 At frame 24, car 6 is located at coordinates [1344.59, 651.89] with a bounding box of width 319.23 and height 216.47.
 At frame 24, car 7 is located at coordinates [1344.59, 651.89] with a bounding box of width 319.23 and height 216.47.
 At frame 24, car 8 is located at coordinates [1344.59, 651.89] with a bounding box of width 319.23 and height 216.47.
 At frame 24, car 23 is located at coordinates [1344.59, 651.89] with a bounding box of width 319.23 and height 216.47.
 At frame 24, car 28 is located at coordinates [1344.59, 651.89] with a bounding box of width 319.23 and height 216.47.
 At frame 24, car 11 is located at coordinates [1344.59, 651.89] with a bounding box of width 319.23 and height 216.47.
 

=====================================================

At frame 24, car 9 is located at coordinates [1344.59, 651.89] with a bounding box of width 319.23 and height 216.47.
 At frame 24, car 21 is located at coordinates [1344.59, 651.89] with a bounding box of width 319.23 and height 216.47.
 At frame 24, car 14 is located at coordinates [1344.59, 651.89] with a bounding box of width 319.23 and height 216.47.
 At frame 24, person 25 is located at coordinates [1344.59, 651.89] with a bounding box of width 319.23 and height 216.47.
 At frame 24, car 24 is located at coordinates [1344.59, 651.89] with a bounding box of width 319.23 and height 216.47.
 At frame 24, car 27 is located at coordinates [1344.59, 651.89] with a bounding box of width 319.23 and height 216.47.
 At frame 25, car 5 is located at coordinates [1355.93, 649.29] with a bounding box of width 322.20 and height 223.55.
 At frame 25, car 3 is located at coordinates [1355.93, 649.29] with a bounding box of width 322.20 and height 223.55.
 At frame 25, car 18 is located at coordinates [1355.93, 649.29] with a bounding box of width 322.20 and height 223.55.
 At frame 25, car 12 is located at coordinates [1355.93, 649.29] with a bounding box of width 322.20 and height 223.55.
 At frame 25, car 7 is located at coordinates [1355.93, 649.29] with a bounding box of width 322.20 and height 223.55.
 At frame 25, car 6 is located at coordinates [1355.93, 649.29] with a bounding box of width 322.20 and height 223.55.
 At frame 25, car 23 is located at coordinates [1355.93, 649.29] with a bounding box of width 322.20 and height 223.55.
 At frame 25, car 8 is located at coordinates [1355.93, 649.29] with a bounding box of width 322.20 and height 223.55.
 At frame 25, car 28 is located at coordinates [1355.93, 649.29] with a bounding box of width 322.20 and height 223.55.
 At frame 25, car 11 is located at coordinates [1355.93, 649.29] with a bounding box of width 322.20 and height 223.55.
 At frame 25, car 9 is located at coordinates [1355.93, 649.29] with a bounding box of width 322.20 and height 223.55.
 At frame 25, car 21 is located at coordinates [1355.93, 649.29] with a bounding box of width 322.20 and height 223.55.
 At frame 25, car 14 is located at coordinates [1355.93, 649.29] with a bounding box of width 322.20 and height 223.55.
 At frame 25, car 24 is located at coordinates [1355.93, 649.29] with a bounding box of width 322.20 and height 223.55.
 At frame 25, person 25 is located at coordinates [1355.93, 649.29] with a bounding box of width 322.20 and height 223.55.
 At frame 25, car 27 is located at coordinates [1355.93, 649.29] with a bounding box of width 322.20 and height 223.55.
 At frame 26, car 5 is located at coordinates [1365.66, 646.72] with a bounding box of width 325.24 and height 228.29.
 At frame 26, car 18 is located at coordinates [1365.66, 646.72] with a bounding box of width 325.24 and height 228.29.
 At frame 26, car 7 is located at coordinates [1365.66, 646.72] with a bounding box of width 325.24 and height 228.29.
 At frame 26, car 12 is located at coordinates [1365.66, 646.72] with a bounding box of width 325.24 and height 228.29.
 At frame 26, car 23 is located at coordinates [1365.66, 646.72] with a bounding box of width 325.24 and height 228.29.
