At frame 0.0, person 1.0 is located at coordinates [605.72, 635.48] with a bounding box of width 36.41 and height 95.03.
 At frame 42.0, person 12.0 is located at coordinates [378.12, 640.71] with a bounding box of width 32.57 and height 74.02.
 At frame 42.0, person 13.0 is located at coordinates [1193.53, 622.85] with a bounding box of width 24.32 and height 55.45.
 At frame 43.0, person 1.0 is located at coordinates [470.27, 620.70] with a bounding box of width 53.19 and height 156.61.
 At frame 43.0, person 5.0 is located at coordinates [1228.21, 616.97] with a bounding box of width 66.36 and height 172.44.
 At frame 43.0, person 6.0 is located at coordinates [1113.00, 626.15] with a bounding box of width 22.52 and height 51.45.
 At frame 43.0, person 7.0 is located at coordinates [590.77, 633.14] with a bounding box of width 27.48 and height 72.99.
 At frame 43.0, person 8.0 is located at coordinates [1133.33, 624.39] with a bounding box of width 17.94 and height 42.12.
 At frame 43.0, person 9.0 is located at coordinates [622.90, 638.82] with a bounding box of width 22.49 and height 56.25.
 At frame 43.0, person 11.0 is located at coordinates [327.22, 627.03] with a bounding box of width 28.71 and height 70.70.
 At frame 43.0, person 12.0 is located at coordinates [376.80, 641.95] with a bounding box of width 32.21 and height 72.91.
 At frame 43.0, person 13.0 is located at coordinates [1194.74, 623.11] with a bounding box of width 24.60 and height 56.05.
 At frame 44.0, person 1.0 is located at coordinates [466.98, 623.58] with a bounding box of width 53.03 and height 156.26.
 At frame 44.0, person 5.0 is located at coordinates [1230.01, 619.45] with a bounding box of width 69.29 and height 180.24.
 At frame 44.0, person 6.0 is located at coordinates [1114.21, 627.61] with a bounding box of width 22.27 and height 51.07.
 At frame 44.0, person 7.0 is located at coordinates [590.76, 634.48] with a bounding box of width 27.42 and height 73.05.
 At frame 44.0, person 8.0 is located at coordinates [1133.76, 625.85] with a bounding box of width 17.66 and height 41.39.
 At frame 44.0, person 9.0 is located at coordinates [622.23, 640.05] with a bounding box of width 22.60 and height 56.65.
 At frame 44.0, person 11.0 is located at coordinates [323.69, 627.24] with a bounding box of width 29.19 and height 72.30.
 At frame 44.0, person 12.0 is located at coordinates [374.51, 642.10] with a bounding box of width 32.66 and height 73.61.
 At frame 44.0, person 13.0 is located at coordinates [1196.33, 624.40] with a bounding box of width 24.69 and height 56.23.
 At frame 44.0, person 14.0 is located at coordinates [1075.24, 629.17] with a bounding box of width 14.85 and height 33.39.
 At frame 45.0, person 1.0 is located at coordinates [463.14, 626.41] with a bounding box of width 53.19 and height 156.07.
 At frame 45.0, person 5.0 is located at coordinates [1235.45, 621.32] with a bounding box of width 69.67 and height 182.13.
 At frame 45.0, person 6.0 is located at coordinates [1115.32, 628.17] with a bounding box of width 21.95 and height 50.90.
 At frame 45.0, person 7.0 is located at coordinates [590.68, 634.98] with a bounding box of width 27.63 and height 73.64.
 At frame 45.0, person 8.0 is located at coordinates [1134.24, 626.41] with a bounding box of width 17.99 and height 42.27.
 At frame 45.0, person 9.0 is located at coordinates [621.90, 640.19] with a bounding box of width 23.38 and height 58.56.
 At frame 45.0, person 11.0 is located at coordinates [321.65, 630.21] with a bounding box of width 28.34 and height 70.56.
 At frame 45.0, person 12.0 is located at coordinates [371.81, 642.41] with a bounding box of width 33.47 and height 75.03.
 At frame 45.0, person 13.0 is located at coordinates [1198.48, 624.25] with a bounding box of width 25.08 and height 56.86.
 At frame 45.0, person 14.0 is located at coordinates [1075.32, 629.91] with a bounding box of width 14.70 and height 32.99.
 At frame 46.0, person 1.0 is located at coordinates [459.94, 627.16] with a bounding box of width 54.12 and height 157.14.
 At frame 46.0, person 5.0 is located at coordinates [1241.91, 622.37] with a bounding box of width 69.99 and height 185.52.
 At frame 46.0, person 6.0 is located at coordinates [1116.68, 630.13] with a bounding box of width 21.05 and height 49.08.
 At frame 46.0, person 7.0 is located at coordinates [589.33, 635.44] with a bounding box of width 28.05 and height 74.43.
 At frame 46.0, person 8.0 is located at coordinates [1134.30, 627.20] with a bounding box of width 18.31 and height 43.17.
 At frame 46.0, person 9.0 is located at coordinates [621.31, 640.81] with a bounding box of width 24.05 and height 59.85.
 At frame 46.0, person 11.0 is located at coordinates [319.71, 634.57] with a bounding box of width 26.76 and height 66.91.
 At frame 46.0, person 12.0 is located at coordinates [368.57, 643.96] with a bounding box of width 33.41 and height 74.39.
 At frame 46.0, person 13.0 is located at coordinates [1201.34, 623.59] with a bounding box of width 25.75 and height 58.26.
 At frame 46.0, person 14.0 is located at coordinates [1075.90, 630.17] with a bounding box of width 14.92 and height 33.54.
 At frame 47.0, person 1.0 is located at coordinates [457.09, 626.53] with a bounding box of width 55.54 and height 158.67.
 At frame 47.0, person 5.0 is located at coordinates [1247.53, 621.94] with a bounding box of width 70.44 and height 188.97.
 At frame 47.0, person 6.0 is located at coordinates [1118.35, 630.57] with a bounding box of width 20.65 and height 48.36.
 At frame 47.0, person 7.0 is located at coordinates [588.11, 635.90] with a bounding box of width 28.51 and height 74.13.
 At frame 47.0, person 8.0 is located at coordinates [1134.31, 627.20] with a bounding box of width 18.38 and height 43.51.
 At frame 47.0, person 9.0 is located at coordinates [620.61, 640.73] with a bounding box of width 24.67 and height 60.92.
 At frame 47.0, person 11.0 is located at coordinates [316.73, 636.78] with a bounding box of width 26.14 and height 65.50.
 At frame 47.0, person 12.0 is located at coordinates [365.91, 645.11] with a bounding box of width 33.20 and height 73.53.
 At frame 47.0, person 13.0 is located at coordinates [1203.04, 623.03] with a bounding box of width 25.79 and height 58.17.
 At frame 47.0, person 14.0 is located at coordinates [1076.71, 629.90] with a bounding box of width 15.04 and height 33.72.
 At frame 48.0, person 1.0 is located at coordinates [453.78, 627.14] with a bounding box of width 56.86 and height 158.64.
 At frame 48.0, person 5.0 is located at coordinates [1253.46, 620.92] with a bounding box of width 70.84 and height 191.88.
 At frame 48.0, person 6.0 is located at coordinates [1118.74, 629.83] with a bounding box of width 20.88 and height 49.28.
 At frame 48.0, person 7.0 is located at coordinates [587.34, 635.76] with a bounding box of width 29.33 and height 74.58.
 At frame 48.0, person 8.0 is located at coordinates [1134.30, 626.61] with a bounding box of width 18.37 and height 43.63.
 At frame 48.0, person 9.0 is located at coordinates [620.55, 640.97] with a bounding box of width 25.08 and height 61.31.
 At frame 48.0, person 11.0 is located at coordinates [313.60, 635.15] with a bounding box of width 26.63 and height 66.78.
 At frame 48.0, person 12.0 is located at coordinates [362.60, 644.03] with a bounding box of width 33.81 and height 74.95.
 At frame 48.0, person 13.0 is located at coordinates [1204.72, 621.92] with a bounding box of width 25.94 and height 58.69.
 At frame 48.0, person 14.0 is located at coordinates [1077.00, 628.84] with a bounding box of width 15.02 and height 33.78.
 At frame 49.0, person 1.0 is located at coordinates [452.10, 627.33] with a bounding box of width 58.93 and height 159.75.
 At frame 49.0, person 5.0 is located at coordinates [1259.91, 619.95] with a bounding box of width 70.39 and height 192.30.
 At frame 49.0, person 6.0 is located at coordinates [1119.59, 628.97] with a bounding box of width 20.66 and height 49.03.
 At frame 49.0, person 7.0 is located at coordinates [586.98, 635.12] with a bounding box of width 30.41 and height 74.74.
 At frame 49.0, person 8.0 is located at coordinates [1134.76, 626.08] with a bounding box of width 18.54 and height 44.24.
 At frame 49.0, person 9.0 is located at coordinates [619.93, 641.04] with a bounding box of width 25.29 and height 61.45.
 At frame 49.0, person 11.0 is located at coordinates [310.15, 633.35] with a bounding box of width 27.44 and height 69.02.
 At frame 49.0, person 12.0 is located at coordinates [360.16, 644.77] with a bounding box of width 33.98 and height 75.46.
 At frame 49.0, person 13.0 is located at coordinates [1206.83, 622.08] with a bounding box of width 25.25 and height 57.10.
 At frame 49.0, person 14.0 is located at coordinates [1077.58, 627.53] with a bounding box of width 15.25 and height 34.41.
 At frame 49.0, person 15.0 is located at coordinates [1247.58, 619.22] with a bounding box of width 21.89 and height 55.60.
 At frame 49.0, person 16.0 is located at coordinates [1418.52, 620.73] with a bounding box of width 29.22 and height 76.74.
 At frame 50.0, person 1.0 is located at coordinates [449.30, 627.67] with a bounding box of width 61.66 and height 161.31.
 At frame 50.0, person 5.0 is located at coordinates [1264.86, 618.72] with a bounding box of width 70.73 and height 194.02.
 At frame 50.0, person 6.0 is located at coordinates [1120.29, 627.45] with a bounding box of width 20.90 and height 49.52.
 At frame 50.0, person 7.0 is located at coordinates [586.58, 635.44] with a bounding box of width 31.40 and height 74.20.
 At frame 50.0, person 8.0 is located at coordinates [1135.70, 623.85] with a bounding box of width 19.35 and height 46.20.
 At frame 50.0, person 9.0 is located at coordinates [619.81, 640.47] with a bounding box of width 25.72 and height 62.06.
 At frame 50.0, person 11.0 is located at coordinates [307.31, 631.77] with a bounding box of width 28.10 and height 71.02.
 At frame 50.0, person 12.0 is located at coordinates [357.74, 644.45] with a bounding box of width 33.99 and height 75.64.
 At frame 50.0, person 13.0 is located at coordinates [1207.92, 620.36] with a bounding box of width 25.43 and height 57.65.
 At frame 50.0, person 14.0 is located at coordinates [1078.23, 626.16] with a bounding box of width 15.63 and height 35.24.
 At frame 50.0, person 15.0 is located at coordinates [1249.13, 619.09] with a bounding box of width 21.49 and height 54.51.
 At frame 50.0, person 16.0 is located at coordinates [1421.85, 618.43] with a bounding box of width 29.90 and height 78.50.
 At frame 51.0, person 1.0 is located at coordinates [445.93, 627.20] with a bounding box of width 64.47 and height 162.45.
 At frame 51.0, person 5.0 is located at coordinates [1269.41, 616.52] with a bounding box of width 71.01 and height 195.69.
 At frame 51.0, person 6.0 is located at coordinates [1120.99, 625.41] with a bounding box of width 21.22 and height 50.29.
 At frame 51.0, person 7.0 is located at coordinates [586.85, 636.43] with a bounding box of width 32.15 and height 72.81.
 At frame 51.0, person 8.0 is located at coordinates [1136.31, 622.14] with a bounding box of width 20.26 and height 48.66.
 At frame 51.0, person 9.0 is located at coordinates [619.87, 639.94] with a bounding box of width 25.69 and height 61.70.
 At frame 51.0, person 11.0 is located at coordinates [304.68, 631.43] with a bounding box of width 28.16 and height 71.20.
 At frame 51.0, person 12.0 is located at coordinates [355.21, 644.29] with a bounding box of width 33.92 and height 75.69.
 At frame 51.0, person 13.0 is located at coordinates [1211.08, 620.31] with a bounding box of width 24.57 and height 55.49.
 At frame 51.0, person 14.0 is located at coordinates [1078.57, 625.08] with a bounding box of width 15.53 and height 34.94.
 At frame 51.0, person 15.0 is located at coordinates [1250.21, 618.00] with a bounding box of width 21.66 and height 54.84.
 At frame 51.0, person 16.0 is located at coordinates [1425.37, 617.97] with a bounding box of width 28.09 and height 73.67.
 At frame 52.0, person 1.0 is located at coordinates [441.34, 626.12] with a bounding box of width 67.86 and height 165.18.
 At frame 52.0, person 5.0 is located at coordinates [1274.68, 614.53] with a bounding box of width 71.79 and height 198.51.
 At frame 52.0, person 6.0 is located at coordinates [1120.93, 623.19] with a bounding box of width 21.93 and height 51.74.
 At frame 52.0, person 7.0 is located at coordinates [586.56, 636.50] with a bounding box of width 33.26 and height 72.86.
 At frame 52.0, person 8.0 is located at coordinates [1136.67, 620.62] with a bounding box of width 20.34 and height 49.03.
 At frame 52.0, person 9.0 is located at coordinates [619.62, 640.31] with a bounding box of width 25.65 and height 61.55.
 At frame 52.0, person 11.0 is located at coordinates [301.49, 630.99] with a bounding box of width 28.69 and height 72.41.
