At frame 0.0, person 1.0 is located at coordinates [1238.68, 371.25] with a bounding box of width 21.32 and height 53.88.
 At frame 222.0, person 11.0 is located at coordinates [1157.61, 380.26] with a bounding box of width 25.51 and height 60.21.
 At frame 223.0, person 11.0 is located at coordinates [1164.76, 380.40] with a bounding box of width 25.79 and height 60.51.
 At frame 223.0, person 13.0 is located at coordinates [1194.01, 397.28] with a bounding box of width 18.81 and height 44.34.
 At frame 224.0, person 11.0 is located at coordinates [1171.24, 380.45] with a bounding box of width 25.78 and height 60.99.
 At frame 224.0, person 13.0 is located at coordinates [1197.83, 390.14] with a bounding box of width 21.83 and height 51.92.
 At frame 225.0, person 11.0 is located at coordinates [1176.56, 379.11] with a bounding box of width 26.69 and height 63.10.
 At frame 225.0, person 13.0 is located at coordinates [1204.90, 393.64] with a bounding box of width 20.52 and height 48.77.
 At frame 226.0, person 11.0 is located at coordinates [1182.27, 380.71] with a bounding box of width 26.26 and height 62.35.
 At frame 226.0, person 13.0 is located at coordinates [1212.54, 396.95] with a bounding box of width 19.58 and height 46.54.
 At frame 227.0, person 11.0 is located at coordinates [1189.00, 379.59] with a bounding box of width 26.69 and height 63.58.
 At frame 227.0, person 13.0 is located at coordinates [1219.85, 398.40] with a bounding box of width 19.36 and height 46.06.
 At frame 228.0, person 11.0 is located at coordinates [1195.06, 378.78] with a bounding box of width 27.22 and height 65.18.
 At frame 228.0, person 13.0 is located at coordinates [1226.88, 398.16] with a bounding box of width 19.67 and height 47.04.
 At frame 229.0, person 11.0 is located at coordinates [1201.92, 379.04] with a bounding box of width 27.20 and height 65.39.
 At frame 229.0, person 13.0 is located at coordinates [1233.11, 397.67] with a bounding box of width 20.00 and height 48.17.
 At frame 229.0, person 15.0 is located at coordinates [447.22, 366.39] with a bounding box of width 19.54 and height 47.96.
 At frame 230.0, person 11.0 is located at coordinates [1207.11, 378.77] with a bounding box of width 28.26 and height 68.15.
 At frame 230.0, person 13.0 is located at coordinates [1238.33, 394.21] with a bounding box of width 21.78 and height 52.81.
 At frame 230.0, person 15.0 is located at coordinates [445.16, 365.35] with a bounding box of width 19.72 and height 48.42.
 At frame 231.0, person 11.0 is located at coordinates [1212.84, 380.19] with a bounding box of width 28.12 and height 67.66.
 At frame 231.0, person 13.0 is located at coordinates [1245.04, 394.40] with a bounding box of width 21.84 and height 53.07.
 At frame 231.0, person 15.0 is located at coordinates [442.83, 366.37] with a bounding box of width 19.40 and height 47.65.
 At frame 232.0, person 11.0 is located at coordinates [1220.14, 380.56] with a bounding box of width 28.26 and height 68.58.
 At frame 232.0, person 13.0 is located at coordinates [1251.62, 388.18] with a bounding box of width 24.25 and height 60.01.
 At frame 232.0, person 15.0 is located at coordinates [440.31, 365.61] with a bounding box of width 19.87 and height 48.74.
 At frame 233.0, person 11.0 is located at coordinates [1227.49, 381.47] with a bounding box of width 28.05 and height 68.52.
 At frame 233.0, person 13.0 is located at coordinates [1259.23, 390.43] with a bounding box of width 23.75 and height 59.31.
 At frame 233.0, person 15.0 is located at coordinates [436.95, 365.36] with a bounding box of width 20.15 and height 49.09.
 At frame 234.0, person 11.0 is located at coordinates [1235.64, 381.82] with a bounding box of width 27.72 and height 68.08.
 At frame 234.0, person 13.0 is located at coordinates [1264.06, 388.39] with a bounding box of width 24.05 and height 60.83.
 At frame 234.0, person 15.0 is located at coordinates [434.76, 364.04] with a bounding box of width 20.79 and height 50.45.
 At frame 235.0, person 11.0 is located at coordinates [1244.58, 382.91] with a bounding box of width 27.91 and height 69.06.
 At frame 235.0, person 15.0 is located at coordinates [432.71, 363.98] with a bounding box of width 20.89 and height 50.52.
 At frame 236.0, person 11.0 is located at coordinates [1250.98, 379.46] with a bounding box of width 29.30 and height 72.89.
 At frame 236.0, person 15.0 is located at coordinates [430.69, 364.58] with a bounding box of width 20.84 and height 50.52.
 At frame 237.0, person 11.0 is located at coordinates [1260.15, 378.90] with a bounding box of width 26.68 and height 67.48.
 At frame 237.0, person 15.0 is located at coordinates [427.94, 364.82] with a bounding box of width 21.43 and height 52.10.
 At frame 238.0, person 15.0 is located at coordinates [425.52, 364.72] with a bounding box of width 21.45 and height 52.28.
 At frame 239.0, person 15.0 is located at coordinates [422.94, 365.67] with a bounding box of width 21.42 and height 52.32.
 At frame 240.0, person 15.0 is located at coordinates [419.94, 366.81] with a bounding box of width 21.70 and height 53.11.
 At frame 241.0, person 15.0 is located at coordinates [416.40, 366.66] with a bounding box of width 22.10 and height 54.16.
 At frame 242.0, person 15.0 is located at coordinates [413.51, 366.60] with a bounding box of width 22.42 and height 54.94.
 At frame 243.0, person 15.0 is located at coordinates [410.04, 367.35] with a bounding box of width 22.40 and height 54.83.
 At frame 244.0, person 15.0 is located at coordinates [405.79, 367.05] with a bounding box of width 22.58 and height 55.15.
 At frame 245.0, person 15.0 is located at coordinates [402.05, 367.51] with a bounding box of width 22.43 and height 54.87.
 At frame 246.0, person 15.0 is located at coordinates [397.50, 367.68] with a bounding box of width 22.21 and height 54.35.
 At frame 247.0, person 15.0 is located at coordinates [393.12, 367.16] with a bounding box of width 22.96 and height 56.10.
 At frame 248.0, person 15.0 is located at coordinates [388.25, 365.22] with a bounding box of width 23.32 and height 56.74.
 At frame 249.0, person 15.0 is located at coordinates [383.51, 364.47] with a bounding box of width 23.61 and height 57.74.
 At frame 250.0, person 15.0 is located at coordinates [378.77, 364.19] with a bounding box of width 24.40 and height 59.65.
 At frame 251.0, person 15.0 is located at coordinates [372.87, 362.93] with a bounding box of width 24.66 and height 60.37.
 At frame 252.0, person 15.0 is located at coordinates [366.65, 364.38] with a bounding box of width 25.18 and height 61.78.
 At frame 253.0, person 15.0 is located at coordinates [360.43, 364.37] with a bounding box of width 25.62 and height 63.06.
 At frame 254.0, person 15.0 is located at coordinates [355.50, 362.65] with a bounding box of width 26.13 and height 64.68.
 At frame 255.0, person 15.0 is located at coordinates [351.42, 361.98] with a bounding box of width 25.57 and height 63.37.
 At frame 256.0, person 15.0 is located at coordinates [345.96, 361.15] with a bounding box of width 25.73 and height 63.98.
 At frame 257.0, person 15.0 is located at coordinates [338.29, 361.43] with a bounding box of width 26.06 and height 64.96.
 At frame 258.0, person 15.0 is located at coordinates [330.04, 362.13] with a bounding box of width 26.70 and height 66.47.
 At frame 259.0, person 15.0 is located at coordinates [322.99, 362.60] with a bounding box of width 26.58 and height 66.26.
 At frame 260.0, person 15.0 is located at coordinates [317.15, 362.01] with a bounding box of width 26.96 and height 67.31.
 At frame 261.0, person 15.0 is located at coordinates [310.53, 362.57] with a bounding box of width 26.96 and height 67.68.
 At frame 262.0, person 15.0 is located at coordinates [304.53, 363.95] with a bounding box of width 27.32 and height 68.96.
 At frame 263.0, person 15.0 is located at coordinates [297.53, 364.67] with a bounding box of width 28.07 and height 71.35.
 At frame 264.0, person 15.0 is located at coordinates [288.44, 365.52] with a bounding box of width 28.79 and height 73.01.
 At frame 265.0, person 15.0 is located at coordinates [279.00, 366.42] with a bounding box of width 28.83 and height 73.24.
 At frame 266.0, person 15.0 is located at coordinates [271.31, 365.03] with a bounding box of width 29.61 and height 75.22.
 At frame 267.0, person 15.0 is located at coordinates [263.48, 362.39] with a bounding box of width 30.30 and height 76.71.
 At frame 268.0, person 15.0 is located at coordinates [254.37, 361.93] with a bounding box of width 30.71 and height 77.64.
 At frame 269.0, person 15.0 is located at coordinates [244.89, 361.57] with a bounding box of width 31.52 and height 79.11.
 At frame 270.0, person 15.0 is located at coordinates [235.88, 361.82] with a bounding box of width 31.85 and height 79.64.
 At frame 271.0, person 15.0 is located at coordinates [226.90, 362.12] with a bounding box of width 32.13 and height 80.20.
 At frame 272.0, person 15.0 is located at coordinates [217.03, 362.82] with a bounding box of width 32.27 and height 80.76.
 At frame 273.0, person 15.0 is located at coordinates [206.46, 362.70] with a bounding box of width 33.09 and height 82.86.
 At frame 274.0, person 15.0 is located at coordinates [196.45, 363.62] with a bounding box of width 33.54 and height 84.03.
 At frame 275.0, person 15.0 is located at coordinates [186.29, 363.21] with a bounding box of width 34.34 and height 85.59.
 At frame 276.0, person 15.0 is located at coordinates [174.55, 363.43] with a bounding box of width 34.52 and height 86.54.
 At frame 277.0, person 15.0 is located at coordinates [162.17, 362.17] with a bounding box of width 35.49 and height 88.79.
 At frame 278.0, person 15.0 is located at coordinates [151.40, 361.50] with a bounding box of width 35.77 and height 89.62.
 At frame 279.0, person 15.0 is located at coordinates [137.72, 359.51] with a bounding box of width 36.70 and height 91.43.
 At frame 280.0, person 15.0 is located at coordinates [124.20, 358.17] with a bounding box of width 37.63 and height 93.63.
 At frame 281.0, person 15.0 is located at coordinates [111.84, 358.82] with a bounding box of width 37.43 and height 92.90.
 At frame 282.0, person 15.0 is located at coordinates [97.66, 358.51] with a bounding box of width 37.94 and height 94.11.
 At frame 283.0, person 15.0 is located at coordinates [83.79, 356.09] with a bounding box of width 39.74 and height 98.38.
 At frame 284.0, person 15.0 is located at coordinates [69.70, 355.94] with a bounding box of width 40.07 and height 98.84.
 At frame 285.0, person 15.0 is located at coordinates [54.25, 356.67] with a bounding box of width 40.19 and height 99.34.
 At frame 286.0, person 15.0 is located at coordinates [37.06, 355.81] with a bounding box of width 41.37 and height 102.19.
 At frame 287.0, person 15.0 is located at coordinates [20.77, 353.01] with a bounding box of width 43.44 and height 106.68.
 At frame 288.0, person 15.0 is located at coordinates [5.36, 352.89] with a bounding box of width 44.50 and height 108.75.
 At frame 289.0, person 15.0 is located at coordinates [-7.70, 353.06] with a bounding box of width 44.98 and height 110.65.
 At frame 290.0, person 15.0 is located at coordinates [-23.71, 352.95] with a bounding box of width 45.41 and height 112.09.
 At frame 332.0, person 16.0 is located at coordinates [997.83, 375.16] with a bounding box of width 17.74 and height 41.57.
 At frame 333.0, person 16.0 is located at coordinates [999.02, 374.65] with a bounding box of width 18.89 and height 44.27.
 At frame 334.0, person 16.0 is located at coordinates [1001.20, 374.48] with a bounding box of width 20.17 and height 47.39.
 At frame 335.0, person 16.0 is located at coordinates [1004.60, 373.80] with a bounding box of width 21.14 and height 49.64.
 At frame 336.0, person 16.0 is located at coordinates [1006.01, 373.16] with a bounding box of width 21.77 and height 51.17.
 At frame 337.0, person 16.0 is located at coordinates [1007.51, 372.33] with a bounding box of width 21.41 and height 50.42.
 At frame 338.0, person 16.0 is located at coordinates [1009.06, 373.45] with a bounding box of width 19.88 and height 46.80.
 At frame 339.0, person 16.0 is located at coordinates [1011.12, 372.88] with a bounding box of width 19.34 and height 45.33.
 At frame 340.0, person 16.0 is located at coordinates [1012.98, 372.69] with a bounding box of width 19.19 and height 44.79.
 At frame 341.0, person 16.0 is located at coordinates [1014.78, 370.42] with a bounding box of width 19.96 and height 46.60.
 At frame 342.0, person 16.0 is located at coordinates [1016.22, 369.40] with a bounding box of width 20.91 and height 48.82.
 At frame 343.0, person 16.0 is located at coordinates [1016.96, 369.04] with a bounding box of width 21.55 and height 50.42.
 At frame 344.0, person 16.0 is located at coordinates [1018.61, 371.04] with a bounding box of width 21.24 and height 49.86.
