At frame 0.0, person 1.0 is located at coordinates [775.07, 343.72] with a bounding box of width 14.21 and height 33.75.
 At frame 38.0, person 54.0 is located at coordinates [1123.94, 340.58] with a bounding box of width 20.28 and height 53.58.
 At frame 38.0, person 52.0 is located at coordinates [1083.48, 338.63] with a bounding box of width 16.94 and height 48.44.
 At frame 38.0, person 43.0 is located at coordinates [1159.64, 335.79] with a bounding box of width 21.66 and height 54.88.
 At frame 39.0, person 2.0 is located at coordinates [1048.06, 333.68] with a bounding box of width 22.71 and height 57.84.
 At frame 39.0, person 5.0 is located at coordinates [1073.61, 338.50] with a bounding box of width 25.88 and height 64.14.
 At frame 39.0, person 39.0 is located at coordinates [1005.77, 339.57] with a bounding box of width 19.37 and height 52.03.
 At frame 39.0, person 42.0 is located at coordinates [1026.74, 336.75] with a bounding box of width 22.76 and height 57.56.
 At frame 39.0, person 44.0 is located at coordinates [1230.76, 347.70] with a bounding box of width 19.87 and height 50.26.
 At frame 39.0, person 47.0 is located at coordinates [1208.88, 344.43] with a bounding box of width 21.00 and height 52.36.
 At frame 39.0, person 48.0 is located at coordinates [896.99, 345.94] with a bounding box of width 13.13 and height 32.21.
 At frame 39.0, person 49.0 is located at coordinates [1114.51, 338.28] with a bounding box of width 19.44 and height 53.35.
 At frame 39.0, person 54.0 is located at coordinates [1130.38, 340.41] with a bounding box of width 20.82 and height 54.94.
 At frame 39.0, person 52.0 is located at coordinates [1088.13, 338.96] with a bounding box of width 18.43 and height 52.68.
 At frame 39.0, person 43.0 is located at coordinates [1167.05, 335.17] with a bounding box of width 22.51 and height 57.49.
 At frame 40.0, person 2.0 is located at coordinates [1051.82, 333.27] with a bounding box of width 23.03 and height 58.83.
 At frame 40.0, person 5.0 is located at coordinates [1079.07, 337.73] with a bounding box of width 26.85 and height 66.55.
 At frame 40.0, person 39.0 is located at coordinates [1010.20, 339.60] with a bounding box of width 20.12 and height 53.77.
 At frame 40.0, person 42.0 is located at coordinates [1030.82, 336.31] with a bounding box of width 22.91 and height 58.04.
 At frame 40.0, person 44.0 is located at coordinates [1236.61, 349.56] with a bounding box of width 19.70 and height 49.40.
 At frame 40.0, person 47.0 is located at coordinates [1216.55, 345.76] with a bounding box of width 20.16 and height 50.49.
 At frame 40.0, person 48.0 is located at coordinates [899.67, 346.11] with a bounding box of width 13.63 and height 33.41.
 At frame 40.0, person 49.0 is located at coordinates [1119.45, 338.31] with a bounding box of width 20.25 and height 55.41.
 At frame 40.0, person 54.0 is located at coordinates [1136.11, 339.92] with a bounding box of width 21.01 and height 55.37.
 At frame 40.0, person 52.0 is located at coordinates [1093.26, 338.51] with a bounding box of width 18.89 and height 54.19.
 At frame 40.0, person 43.0 is located at coordinates [1173.02, 335.71] with a bounding box of width 23.09 and height 59.21.
 At frame 40.0, person 57.0 is located at coordinates [1196.50, 337.80] with a bounding box of width 24.33 and height 61.11.
 At frame 41.0, person 2.0 is located at coordinates [1055.04, 333.12] with a bounding box of width 23.13 and height 59.58.
 At frame 41.0, person 5.0 is located at coordinates [1085.38, 337.04] with a bounding box of width 27.62 and height 68.61.
 At frame 41.0, person 39.0 is located at coordinates [1014.46, 339.80] with a bounding box of width 20.33 and height 54.06.
 At frame 41.0, person 42.0 is located at coordinates [1034.81, 335.75] with a bounding box of width 23.20 and height 58.97.
 At frame 41.0, person 47.0 is located at coordinates [1222.70, 348.20] with a bounding box of width 18.97 and height 47.39.
 At frame 41.0, person 48.0 is located at coordinates [902.39, 345.56] with a bounding box of width 13.29 and height 32.63.
 At frame 41.0, person 49.0 is located at coordinates [1124.77, 338.11] with a bounding box of width 19.52 and height 53.44.
 At frame 41.0, person 54.0 is located at coordinates [1141.27, 340.13] with a bounding box of width 20.93 and height 55.07.
 At frame 41.0, person 52.0 is located at coordinates [1102.15, 338.15] with a bounding box of width 19.56 and height 56.23.
 At frame 41.0, person 43.0 is located at coordinates [1179.68, 335.54] with a bounding box of width 23.51 and height 60.24.
 At frame 41.0, person 57.0 is located at coordinates [1200.61, 339.19] with a bounding box of width 23.70 and height 59.62.
 At frame 41.0, person 58.0 is located at coordinates [1068.52, 334.84] with a bounding box of width 21.30 and height 59.80.
 At frame 42.0, person 2.0 is located at coordinates [1059.45, 332.87] with a bounding box of width 23.42 and height 60.63.
 At frame 42.0, person 5.0 is located at coordinates [1092.60, 336.39] with a bounding box of width 27.90 and height 70.15.
 At frame 42.0, person 39.0 is located at coordinates [1019.51, 339.10] with a bounding box of width 20.96 and height 55.69.
 At frame 42.0, person 42.0 is located at coordinates [1039.24, 335.54] with a bounding box of width 23.39 and height 59.70.
 At frame 42.0, person 48.0 is located at coordinates [903.96, 345.34] with a bounding box of width 14.97 and height 36.84.
 At frame 42.0, person 49.0 is located at coordinates [1130.05, 337.21] with a bounding box of width 20.95 and height 57.43.
 At frame 42.0, person 54.0 is located at coordinates [1146.93, 340.00] with a bounding box of width 20.91 and height 54.91.
 At frame 42.0, person 52.0 is located at coordinates [1108.75, 338.21] with a bounding box of width 20.88 and height 60.01.
 At frame 42.0, person 43.0 is located at coordinates [1186.50, 335.28] with a bounding box of width 23.28 and height 59.46.
 At frame 42.0, person 58.0 is located at coordinates [1074.56, 334.84] with a bounding box of width 21.46 and height 60.26.
 At frame 43.0, person 2.0 is located at coordinates [1063.07, 332.77] with a bounding box of width 23.22 and height 60.25.
 At frame 43.0, person 5.0 is located at coordinates [1098.94, 335.37] with a bounding box of width 28.18 and height 71.10.
 At frame 43.0, person 39.0 is located at coordinates [1024.38, 337.68] with a bounding box of width 21.93 and height 58.21.
 At frame 43.0, person 42.0 is located at coordinates [1043.06, 334.68] with a bounding box of width 23.53 and height 60.35.
 At frame 43.0, person 48.0 is located at coordinates [906.54, 345.27] with a bounding box of width 14.57 and height 35.63.
 At frame 43.0, person 49.0 is located at coordinates [1135.18, 337.26] with a bounding box of width 21.08 and height 57.70.
 At frame 43.0, person 54.0 is located at coordinates [1152.62, 339.55] with a bounding box of width 20.42 and height 53.62.
 At frame 43.0, person 52.0 is located at coordinates [1114.04, 337.67] with a bounding box of width 20.95 and height 60.31.
 At frame 43.0, person 43.0 is located at coordinates [1190.06, 335.57] with a bounding box of width 22.47 and height 57.56.
 At frame 43.0, person 58.0 is located at coordinates [1080.39, 335.75] with a bounding box of width 21.23 and height 59.49.
 At frame 44.0, person 2.0 is located at coordinates [1067.40, 332.93] with a bounding box of width 23.10 and height 60.08.
 At frame 44.0, person 5.0 is located at coordinates [1105.36, 335.17] with a bounding box of width 28.35 and height 71.81.
 At frame 44.0, person 39.0 is located at coordinates [1030.60, 338.09] with a bounding box of width 21.70 and height 57.26.
 At frame 44.0, person 42.0 is located at coordinates [1047.49, 334.36] with a bounding box of width 23.52 and height 60.58.
 At frame 44.0, person 48.0 is located at coordinates [909.81, 345.83] with a bounding box of width 14.32 and height 34.73.
 At frame 44.0, person 49.0 is located at coordinates [1140.12, 336.70] with a bounding box of width 21.76 and height 59.71.
 At frame 44.0, person 54.0 is located at coordinates [1158.78, 339.37] with a bounding box of width 21.27 and height 55.91.
 At frame 44.0, person 52.0 is located at coordinates [1118.63, 337.66] with a bounding box of width 22.40 and height 64.90.
 At frame 44.0, person 43.0 is located at coordinates [1196.00, 335.09] with a bounding box of width 23.54 and height 60.74.
 At frame 44.0, person 58.0 is located at coordinates [1085.94, 336.27] with a bounding box of width 21.39 and height 59.69.
 At frame 45.0, person 2.0 is located at coordinates [1070.76, 332.61] with a bounding box of width 23.17 and height 60.78.
 At frame 45.0, person 5.0 is located at coordinates [1112.86, 334.90] with a bounding box of width 28.70 and height 72.43.
 At frame 45.0, person 39.0 is located at coordinates [1034.96, 337.28] with a bounding box of width 22.77 and height 59.94.
 At frame 45.0, person 42.0 is located at coordinates [1050.86, 333.46] with a bounding box of width 23.72 and height 61.42.
 At frame 45.0, person 48.0 is located at coordinates [911.60, 345.64] with a bounding box of width 13.62 and height 32.81.
 At frame 45.0, person 49.0 is located at coordinates [1145.08, 336.86] with a bounding box of width 21.70 and height 59.30.
 At frame 45.0, person 54.0 is located at coordinates [1163.62, 338.53] with a bounding box of width 20.81 and height 54.79.
 At frame 45.0, person 52.0 is located at coordinates [1123.49, 336.54] with a bounding box of width 21.10 and height 61.04.
 At frame 45.0, person 43.0 is located at coordinates [1202.00, 334.91] with a bounding box of width 26.46 and height 67.63.
 At frame 45.0, person 58.0 is located at coordinates [1090.22, 336.84] with a bounding box of width 21.22 and height 58.90.
 At frame 46.0, person 2.0 is located at coordinates [1075.05, 332.68] with a bounding box of width 23.07 and height 60.65.
 At frame 46.0, person 5.0 is located at coordinates [1120.33, 335.00] with a bounding box of width 29.24 and height 73.03.
 At frame 46.0, person 39.0 is located at coordinates [1040.15, 336.42] with a bounding box of width 22.71 and height 59.79.
 At frame 46.0, person 42.0 is located at coordinates [1054.68, 333.51] with a bounding box of width 23.84 and height 62.10.
 At frame 46.0, person 48.0 is located at coordinates [913.83, 345.76] with a bounding box of width 13.16 and height 31.71.
 At frame 46.0, person 49.0 is located at coordinates [1150.46, 336.73] with a bounding box of width 20.53 and height 55.99.
 At frame 46.0, person 54.0 is located at coordinates [1169.63, 338.60] with a bounding box of width 20.44 and height 53.52.
 At frame 46.0, person 58.0 is located at coordinates [1094.73, 336.60] with a bounding box of width 21.32 and height 58.63.
 At frame 47.0, person 2.0 is located at coordinates [1078.30, 332.91] with a bounding box of width 23.36 and height 61.36.
 At frame 47.0, person 5.0 is located at coordinates [1127.08, 336.00] with a bounding box of width 29.70 and height 73.22.
 At frame 47.0, person 39.0 is located at coordinates [1044.63, 335.69] with a bounding box of width 23.54 and height 62.00.
 At frame 47.0, person 42.0 is located at coordinates [1058.35, 333.34] with a bounding box of width 23.80 and height 62.35.
 At frame 47.0, person 48.0 is located at coordinates [915.32, 345.40] with a bounding box of width 13.83 and height 33.34.
 At frame 47.0, person 49.0 is located at coordinates [1155.46, 337.07] with a bounding box of width 20.79 and height 56.26.
 At frame 47.0, person 54.0 is located at coordinates [1174.33, 338.83] with a bounding box of width 20.48 and height 53.43.
 At frame 47.0, person 58.0 is located at coordinates [1098.31, 336.29] with a bounding box of width 21.91 and height 59.79.
 At frame 48.0, person 2.0 is located at coordinates [1081.31, 332.80] with a bounding box of width 23.49 and height 61.62.
 At frame 48.0, person 5.0 is located at coordinates [1134.50, 335.81] with a bounding box of width 30.57 and height 74.42.
 At frame 48.0, person 39.0 is located at coordinates [1049.71, 333.90] with a bounding box of width 23.71 and height 62.44.
 At frame 48.0, person 42.0 is located at coordinates [1062.34, 333.09] with a bounding box of width 23.71 and height 62.42.
 At frame 48.0, person 48.0 is located at coordinates [916.43, 344.49] with a bounding box of width 15.97 and height 38.61.
 At frame 48.0, person 49.0 is located at coordinates [1159.09, 335.82] with a bounding box of width 22.48 and height 61.05.
 At frame 48.0, person 54.0 is located at coordinates [1178.23, 337.73] with a bounding box of width 22.10 and height 57.73.
 At frame 48.0, person 58.0 is located at coordinates [1102.11, 335.36] with a bounding box of width 22.37 and height 60.61.
 At frame 49.0, person 2.0 is located at coordinates [1085.94, 332.57] with a bounding box of width 24.03 and height 62.87.
