At frame 0.0, person 1.0 is located at coordinates [831.32, 311.15] with a bounding box of width 76.97 and height 151.58.
 At frame 90.0, person 7.0 is located at coordinates [955.85, 78.56] with a bounding box of width 55.51 and height 118.28.
 At frame 90.0, person 2.0 is located at coordinates [1077.40, 291.13] with a bounding box of width 29.23 and height 81.71.
 At frame 91.0, person 7.0 is located at coordinates [954.98, 76.43] with a bounding box of width 58.14 and height 124.73.
 At frame 91.0, person 2.0 is located at coordinates [1078.91, 290.64] with a bounding box of width 29.25 and height 81.97.
 At frame 92.0, person 7.0 is located at coordinates [955.32, 74.49] with a bounding box of width 57.77 and height 124.30.
 At frame 92.0, person 2.0 is located at coordinates [1081.45, 289.88] with a bounding box of width 29.03 and height 81.45.
 At frame 93.0, person 7.0 is located at coordinates [955.33, 73.21] with a bounding box of width 58.60 and height 126.81.
 At frame 93.0, person 2.0 is located at coordinates [1083.35, 289.90] with a bounding box of width 29.24 and height 82.28.
 At frame 94.0, person 7.0 is located at coordinates [954.58, 71.96] with a bounding box of width 58.88 and height 128.14.
 At frame 94.0, person 2.0 is located at coordinates [1084.85, 289.92] with a bounding box of width 29.14 and height 81.80.
 At frame 95.0, person 7.0 is located at coordinates [956.30, 73.84] with a bounding box of width 54.95 and height 119.35.
 At frame 95.0, person 2.0 is located at coordinates [1086.80, 289.85] with a bounding box of width 29.27 and height 81.68.
 At frame 96.0, person 7.0 is located at coordinates [955.63, 72.52] with a bounding box of width 55.25 and height 120.50.
 At frame 96.0, person 2.0 is located at coordinates [1089.83, 290.32] with a bounding box of width 29.25 and height 80.34.
 At frame 97.0, person 7.0 is located at coordinates [954.92, 71.42] with a bounding box of width 56.29 and height 123.29.
 At frame 97.0, person 2.0 is located at coordinates [1091.37, 290.02] with a bounding box of width 29.85 and height 80.69.
 At frame 98.0, person 7.0 is located at coordinates [955.07, 70.96] with a bounding box of width 55.85 and height 122.55.
 At frame 98.0, person 2.0 is located at coordinates [1092.87, 289.82] with a bounding box of width 30.42 and height 81.10.
 At frame 99.0, person 7.0 is located at coordinates [955.51, 70.67] with a bounding box of width 54.91 and height 120.43.
 At frame 99.0, person 2.0 is located at coordinates [1095.19, 289.56] with a bounding box of width 30.86 and height 81.63.
 At frame 100.0, person 7.0 is located at coordinates [954.92, 70.26] with a bounding box of width 55.26 and height 121.41.
 At frame 100.0, person 2.0 is located at coordinates [1096.82, 288.88] with a bounding box of width 30.92 and height 81.82.
 At frame 101.0, person 7.0 is located at coordinates [955.04, 69.07] with a bounding box of width 56.27 and height 124.18.
 At frame 101.0, person 2.0 is located at coordinates [1099.90, 288.05] with a bounding box of width 31.29 and height 82.65.
 At frame 102.0, person 7.0 is located at coordinates [954.66, 65.53] with a bounding box of width 59.04 and height 131.13.
 At frame 102.0, person 2.0 is located at coordinates [1101.63, 286.97] with a bounding box of width 31.73 and height 84.12.
 At frame 103.0, person 7.0 is located at coordinates [954.30, 64.30] with a bounding box of width 59.77 and height 133.18.
 At frame 103.0, person 2.0 is located at coordinates [1103.27, 286.08] with a bounding box of width 32.08 and height 84.76.
 At frame 104.0, person 7.0 is located at coordinates [956.53, 65.04] with a bounding box of width 55.28 and height 122.67.
 At frame 104.0, person 2.0 is located at coordinates [1104.94, 285.66] with a bounding box of width 31.51 and height 83.34.
 At frame 105.0, person 7.0 is located at coordinates [956.07, 64.46] with a bounding box of width 55.39 and height 122.83.
 At frame 105.0, person 2.0 is located at coordinates [1107.30, 284.45] with a bounding box of width 30.80 and height 81.69.
 At frame 106.0, person 7.0 is located at coordinates [956.43, 62.97] with a bounding box of width 55.15 and height 121.83.
 At frame 106.0, person 2.0 is located at coordinates [1109.53, 284.01] with a bounding box of width 30.03 and height 79.29.
 At frame 107.0, person 7.0 is located at coordinates [955.23, 61.98] with a bounding box of width 56.14 and height 123.68.
 At frame 107.0, person 2.0 is located at coordinates [1111.99, 283.57] with a bounding box of width 29.48 and height 78.08.
 At frame 108.0, person 7.0 is located at coordinates [953.91, 60.13] with a bounding box of width 57.48 and height 126.37.
 At frame 108.0, person 2.0 is located at coordinates [1113.47, 282.64] with a bounding box of width 31.13 and height 82.79.
 At frame 109.0, person 7.0 is located at coordinates [953.93, 59.72] with a bounding box of width 57.72 and height 126.52.
 At frame 109.0, person 2.0 is located at coordinates [1115.83, 283.84] with a bounding box of width 29.57 and height 78.74.
 At frame 110.0, person 7.0 is located at coordinates [953.94, 60.68] with a bounding box of width 56.26 and height 122.37.
 At frame 110.0, person 2.0 is located at coordinates [1118.66, 284.86] with a bounding box of width 29.65 and height 78.99.
 At frame 111.0, person 7.0 is located at coordinates [954.51, 58.33] with a bounding box of width 56.14 and height 121.64.
 At frame 111.0, person 2.0 is located at coordinates [1122.54, 284.46] with a bounding box of width 29.38 and height 78.49.
 At frame 112.0, person 7.0 is located at coordinates [954.78, 57.47] with a bounding box of width 56.77 and height 122.78.
 At frame 112.0, person 2.0 is located at coordinates [1125.10, 285.39] with a bounding box of width 30.82 and height 82.94.
 At frame 113.0, person 7.0 is located at coordinates [954.10, 56.86] with a bounding box of width 58.57 and height 126.74.
 At frame 113.0, person 2.0 is located at coordinates [1128.07, 285.65] with a bounding box of width 30.28 and height 80.83.
 At frame 114.0, person 7.0 is located at coordinates [955.20, 56.10] with a bounding box of width 58.08 and height 125.60.
 At frame 114.0, person 12.0 is located at coordinates [879.76, 303.34] with a bounding box of width 32.42 and height 83.37.
 At frame 115.0, person 7.0 is located at coordinates [955.66, 55.75] with a bounding box of width 57.05 and height 123.27.
 At frame 116.0, person 7.0 is located at coordinates [955.73, 54.63] with a bounding box of width 57.64 and height 125.08.
 At frame 116.0, person 12.0 is located at coordinates [884.95, 309.60] with a bounding box of width 21.83 and height 56.18.
 At frame 117.0, person 7.0 is located at coordinates [956.04, 53.75] with a bounding box of width 58.84 and height 128.57.
 At frame 117.0, person 12.0 is located at coordinates [884.44, 310.43] with a bounding box of width 22.82 and height 58.93.
 At frame 118.0, person 7.0 is located at coordinates [956.76, 53.34] with a bounding box of width 58.83 and height 129.30.
 At frame 118.0, person 12.0 is located at coordinates [884.84, 312.96] with a bounding box of width 22.02 and height 57.02.
 At frame 119.0, person 7.0 is located at coordinates [957.17, 52.66] with a bounding box of width 60.11 and height 133.03.
 At frame 119.0, person 12.0 is located at coordinates [884.69, 313.87] with a bounding box of width 21.43 and height 55.88.
 At frame 120.0, person 7.0 is located at coordinates [957.75, 50.84] with a bounding box of width 60.50 and height 133.89.
 At frame 120.0, person 12.0 is located at coordinates [881.70, 313.41] with a bounding box of width 26.25 and height 68.28.
 At frame 121.0, person 7.0 is located at coordinates [959.52, 50.39] with a bounding box of width 59.86 and height 132.52.
 At frame 121.0, person 12.0 is located at coordinates [881.06, 317.53] with a bounding box of width 26.40 and height 68.29.
 At frame 122.0, person 7.0 is located at coordinates [959.76, 49.62] with a bounding box of width 61.24 and height 136.19.
 At frame 122.0, person 12.0 is located at coordinates [880.43, 320.55] with a bounding box of width 26.43 and height 67.47.
 At frame 123.0, person 7.0 is located at coordinates [960.49, 48.60] with a bounding box of width 61.21 and height 136.56.
 At frame 123.0, person 12.0 is located at coordinates [880.04, 321.61] with a bounding box of width 26.78 and height 67.54.
 At frame 124.0, person 7.0 is located at coordinates [962.32, 47.47] with a bounding box of width 61.16 and height 136.57.
 At frame 124.0, person 12.0 is located at coordinates [880.08, 327.46] with a bounding box of width 24.99 and height 62.03.
 At frame 125.0, person 7.0 is located at coordinates [962.55, 45.66] with a bounding box of width 62.04 and height 139.30.
 At frame 125.0, person 12.0 is located at coordinates [879.46, 329.17] with a bounding box of width 24.79 and height 60.72.
 At frame 126.0, person 7.0 is located at coordinates [962.55, 42.33] with a bounding box of width 62.50 and height 141.15.
 At frame 126.0, person 12.0 is located at coordinates [878.68, 329.50] with a bounding box of width 25.07 and height 60.69.
 At frame 127.0, person 7.0 is located at coordinates [964.16, 39.11] with a bounding box of width 60.95 and height 137.82.
 At frame 127.0, person 12.0 is located at coordinates [875.93, 320.97] with a bounding box of width 27.75 and height 67.08.
 At frame 128.0, person 7.0 is located at coordinates [964.83, 35.13] with a bounding box of width 60.19 and height 136.52.
 At frame 128.0, person 12.0 is located at coordinates [876.34, 326.47] with a bounding box of width 25.15 and height 59.85.
 At frame 129.0, person 7.0 is located at coordinates [964.50, 31.05] with a bounding box of width 61.03 and height 138.66.
 At frame 129.0, person 12.0 is located at coordinates [874.51, 316.88] with a bounding box of width 28.20 and height 67.41.
 At frame 130.0, person 7.0 is located at coordinates [964.16, 26.90] with a bounding box of width 62.51 and height 142.11.
 At frame 130.0, person 12.0 is located at coordinates [874.19, 321.67] with a bounding box of width 25.57 and height 61.20.
 At frame 131.0, person 7.0 is located at coordinates [963.50, 21.03] with a bounding box of width 64.86 and height 148.25.
 At frame 131.0, person 12.0 is located at coordinates [871.88, 319.46] with a bounding box of width 25.72 and height 61.77.
 At frame 132.0, person 7.0 is located at coordinates [964.55, 18.24] with a bounding box of width 63.90 and height 146.10.
 At frame 132.0, person 12.0 is located at coordinates [870.67, 321.04] with a bounding box of width 25.00 and height 60.01.
 At frame 133.0, person 7.0 is located at coordinates [965.97, 15.31] with a bounding box of width 63.00 and height 143.94.
 At frame 133.0, person 12.0 is located at coordinates [870.11, 321.04] with a bounding box of width 25.03 and height 60.15.
 At frame 134.0, person 7.0 is located at coordinates [966.47, 10.95] with a bounding box of width 65.84 and height 150.91.
 At frame 134.0, person 12.0 is located at coordinates [870.36, 323.20] with a bounding box of width 24.19 and height 57.85.
 At frame 135.0, person 7.0 is located at coordinates [968.14, 10.77] with a bounding box of width 65.43 and height 149.89.
 At frame 135.0, person 12.0 is located at coordinates [869.39, 321.80] with a bounding box of width 25.31 and height 60.20.
 At frame 136.0, person 7.0 is located at coordinates [971.25, 9.77] with a bounding box of width 64.16 and height 146.80.
 At frame 136.0, person 12.0 is located at coordinates [867.02, 315.06] with a bounding box of width 29.00 and height 68.44.
 At frame 137.0, person 7.0 is located at coordinates [973.88, 9.79] with a bounding box of width 63.07 and height 143.90.
 At frame 137.0, person 12.0 is located at coordinates [865.04, 309.03] with a bounding box of width 32.57 and height 76.34.
 At frame 137.0, person 14.0 is located at coordinates [1215.57, 268.52] with a bounding box of width 34.40 and height 92.72.
 At frame 138.0, person 7.0 is located at coordinates [978.72, 10.41] with a bounding box of width 59.61 and height 134.69.
 At frame 138.0, person 12.0 is located at coordinates [865.89, 316.37] with a bounding box of width 30.75 and height 70.30.
 At frame 138.0, person 14.0 is located at coordinates [1221.28, 270.10] with a bounding box of width 33.78 and height 91.10.
 At frame 139.0, person 7.0 is located at coordinates [981.10, 10.17] with a bounding box of width 60.28 and height 135.11.
 At frame 139.0, person 12.0 is located at coordinates [865.19, 311.79] with a bounding box of width 33.79 and height 76.58.
 At frame 139.0, person 14.0 is located at coordinates [1228.93, 272.49] with a bounding box of width 33.30 and height 89.62.
